ID,District,Block,CultLand,CropCultLand,LandPreparationMethod,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,NursDetFactor,TransDetFactor,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,OrgFertilizers,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,CropbasalFerts,BasalDAP,BasalUrea,MineralFertAppMethod,FirstTopDressFert,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield
ID_0B4G1JFBXNNA,Nalanda,Rajgir,28,28,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-19,5,LineSowingAfterTillage,2022-07-02,2022-07-21,,,,4.0,Boring,Electric,100.0,5.0,FYM,,1.0,Broadcasting,2,DAP Urea,9.0,9.0,Broadcasting,Urea,18.0,45.0,,,Broadcasting,hand,2022-11-29,900.0,2022-12-23,machine,26,10,plowed_in_soil,0.28125,540
ID_36NOE6YM0DDC,Nalanda,Rajgir,29,9,FourWheelTracRotavator TractorPlough WetTillagePuddling,2022-07-19,6,LineSowingAfterTillage,2022-07-03,2022-07-22,,,,5.0,Boring,Electric,240.0,4.0,,,,,2,DAP Urea,18.0,9.0,Broadcasting,DAP Urea,9.0,25.0,,,Broadcasting,hand,2022-11-27,225.0,2022-12-12,machine,25,10,plowed_in_soil,0.28125,360
ID_DCJGX8V77FZN,Gaya,Wazirganj,25,12,WetTillagePuddling FourWheelTracRotavator,2022-06-30,4,Manual_PuddledRandom,2022-06-18,2022-07-20,2.0,PreMonsoonShowers,SeedlingAge,4.0,Boring,Electric,95.0,5.0,Ganaura,3.0,,SoilApplied,2,DAP Urea,3.0,3.0,Broadcasting,Urea,3.0,29.0,,,Broadcasting,hand,2022-10-21,300.0,2022-11-24,machine,25,10,plowed_in_soil,0.1111111111111111,250
ID_ZIRDR55VDSTH,Nalanda,Rajgir,29,29,TractorPlough,2022-06-14,6,Manual_PuddledRandom,2022-06-15,2022-07-09,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,8.0,Boring,Electric,50.0,2.0,Ganaura,500.0,,Broadcasting,2,DAP Urea,10.0,10.0,Broadcasting,Urea,8.0,23.0,,,Broadcasting,hand,2022-11-05,350.0,2022-11-16,hand,22,10,plowed_in_soil,0.1875,400
ID_1QG1UK6VRRUR,Vaishali,Mahua,5,2,WetTillagePuddling FourWheelTracRotavator BullockPlough TractorPlough,2022-06-27,3,Manual_PuddledRandom,2022-06-30,2022-07-20,2.0,CalendarDate PreMonsoonShowers LabourAvailability IrrigWaterAvailability,CalendarDate SeedlingAge IrrigWaterAvailability RainArrival,1.0,Boring,Diesel,100.0,2.0,,,,,2,DAP Urea,10.0,5.0,SoilApplied,Urea,5.0,35.0,,,SoilApplied,hand,2022-10-20,,2022-10-25,hand,30,10,plowed_in_soil,0.09090909090909091,150
ID_KZW8R282HMV3,Gaya,Wazirganj,21,5,WetTillagePuddling FourWheelTracRotavator,2022-07-04,4,Manual_PuddledRandom,2022-06-22,2022-07-24,2.0,PreMonsoonShowers,SeedlingAge,4.0,Boring,Electric,98.0,6.0,Ganaura,3.0,,Broadcasting,2,DAP Urea,3.0,3.0,Broadcasting,Urea,3.0,28.0,,,Broadcasting,hand,2022-10-28,500.0,2022-12-09,machine,25,10,plowed_in_soil,0.1851851851851852,391
ID_ALCN3IC98PC1,Nalanda,Rajgir,27,27,TractorPlough FourWheelTracRotavator,2022-07-20,6,Manual_PuddledRandom,2022-06-25,2022-07-23,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,4.0,Boring,Electric,200.0,3.0,Ganaura,18.0,,SoilApplied,2,DAP,12.0,,Broadcasting,Urea,10.0,25.0,,,Broadcasting,hand,2022-12-03,560.0,2023-02-25,machine,25,10,plowed_in_soil,0.25,600
ID_K2XQCUGQI3PK,Gaya,Gurua,30,30,TractorPlough FourWheelTracRotavator,2022-07-20,6,Manual_PuddledRandom,2022-06-21,2022-07-25,2.0,CalendarDate PreMonsoonShowers LabourAvailability,CalendarDate IrrigWaterAvailability SeedlingAge,300.0,Boring,Electric,300.0,2.0,Ganaura FYM VermiCompost Ghanajeevamrit,2.0,1.0,Broadcasting,2,DAP,10.0,,Broadcasting,Urea,10.0,45.0,,,Broadcasting,hand,2022-11-29,1200.0,2023-01-15,machine,30,10,plowed_in_soil,0.3703703703703703,850
ID_ZHNN2JVAQK3L,Nalanda,Rajgir,280,200,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-02,3,Manual_PuddledRandom,2022-06-05,2022-07-04,1.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability LaborAvailability,30.0,Boring,Electric,,,Ganaura,40.0,,SoilApplied,3,DAP Urea,30.0,30.0,Broadcasting,DAP Urea,30.0,42.0,30.0,62.0,Broadcasting,machine,2022-12-05,,2022-12-05,machine,30,40,plowed_in_soil,0.9375,2500
ID_Z9XO66RGVB53,Vaishali,Mahua,10,5,FourWheelTracRotavator TractorPlough,2022-06-21,4,Manual_PuddledRandom,2022-06-02,2022-07-11,1.0,CalendarDate IrrigWaterAvailability,SeedlingAge CalendarDate RainArrival LaborAvailability IrrigWaterAvailability,2.0,Boring,Electric,500.0,2.0,,,,,3,DAP,15.0,,Broadcasting,Urea,15.0,24.0,10.0,65.0,Broadcasting,hand,2022-11-03,1000.0,2022-11-18,machine,30,10,plowed_in_soil,0.2272727272727273,400
ID_SEOXHNNXD3L2,Gaya,Gurua,30,30,TractorPlough FourWheelTracRotavator,2022-07-21,5,Manual_PuddledRandom,2022-06-20,2022-07-28,3.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,,,,,Ganaura,1.0,,SoilApplied,2,DAP Urea,6.0,3.0,SoilApplied,Urea,6.0,45.0,,,Broadcasting,hand,2022-11-14,120.0,2022-12-04,hand,30,10,plowed_in_soil,0.3333333333333333,585
ID_QK74RLUDM70Y,Nalanda,Rajgir,70,70,WetTillagePuddling Other,2022-07-02,3,Manual_PuddledRandom,2022-06-10,2022-07-04,2.0,CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge IrrigWaterAvailability LaborAvailability,25.0,Boring,Electric,,,,,,,2,DAP Urea,25.0,50.0,Broadcasting,Urea,25.0,40.0,,,Broadcasting,machine,2022-11-18,,2022-11-18,machine,30,40,plowed_in_soil,0.78125,1560
ID_FQOHRIIMOGNQ,Vaishali,Mahua,5,5,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-10,5,Manual_PuddledRandom,2022-07-15,2022-08-10,2.0,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability,1.0,Boring,Electric,150.0,2.0,FYM,,5.0,SoilApplied,3,DAP,2.0,,SoilApplied,Urea,2.0,40.0,2.0,70.0,Broadcasting,hand,2022-11-11,200.0,2022-11-13,hand,30,10,plowed_in_soil,0.04545454545454546,100
ID_2DXUGJ1BM7AA,Vaishali,Chehrakala,12,8,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-27,4,Manual_PuddledRandom,2022-07-11,2022-08-03,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability,CalendarDate SeedlingAge IrrigWaterAvailability RainArrival,3.0,Boring,Diesel,600.0,1.0,FYM,,2.0,SoilApplied,2,DAP,6.0,,Broadcasting,Urea,9.0,30.0,,,Broadcasting,hand,2022-11-11,300.0,2022-11-18,hand,30,10,plowed_in_soil,0.1363636363636364,220
ID_GU9OCUNXSY5A,Vaishali,Chehrakala,10,5,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-20,4,Manual_PuddledRandom,2022-07-10,2022-08-03,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,LaborAvailability IrrigWaterAvailability RainArrival SeedlingAge CalendarDate,3.0,Boring,Diesel,450.0,1.0,FYM,,3.0,SoilApplied,2,DAP,6.0,,Broadcasting,Urea,9.0,28.0,,,Broadcasting,hand,2022-11-10,300.0,2022-11-19,hand,30,10,plowed_in_soil,0.1363636363636364,250
ID_IOZ9X91M63LW,Jamui,Jamui,8,8,TractorPlough,2022-07-24,4,Manual_PuddledRandom,2022-06-28,2022-07-31,20.0,PreMonsoonShowers IrrigWaterAvailability,SeedlingAge RainArrival,10.0,Boring,Electric,1000.0,2.0,,,,,1,DAP Urea,20.0,20.0,Broadcasting,,,,,,,hand,2022-11-19,400.0,2022-12-26,machine,29,10,plowed_in_soil,0.1818181818181818,326
ID_96HAM2FEBNXM,Jamui,Jamui,10,10,TractorPlough BullockPlough,2022-07-28,4,Manual_PuddledRandom,2022-07-01,2022-07-31,4.0,CalendarDate IrrigWaterAvailability,CalendarDate RainArrival,5.0,Boring,Electric,1000.0,2.0,Ganaura,5.0,,Broadcasting,3,,,,Broadcasting,Urea DAP,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-25,85.0,2023-02-04,hand,28,10,plowed_in_soil,0.4545454545454545,800
ID_H9VZU8DWCOI3,Nalanda,Rajgir,32,32,FourWheelTracRotavator TractorPlough WetTillagePuddling,2022-06-16,6,LineSowingAfterTillage,2022-07-01,2022-07-21,,,,5.0,Boring,Electric,250.0,4.0,,,,,2,DAP Urea,10.0,20.0,Broadcasting,DAP Urea,20.0,25.0,,,Broadcasting,hand,2022-11-24,250.0,2022-12-10,machine,25,10,plowed_in_soil,0.3125,400
ID_WLCE66IV9FJA,Jamui,Khaira,20,20,TractorPlough,2022-07-30,3,Manual_PuddledRandom,2022-06-28,2022-08-02,4.0,SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability SeedlingAge RainArrival,2.0,Canal,,,10.0,,,,,1,Urea DAP,5.0,12.0,Broadcasting,,,,,,,hand,2022-11-16,120.0,2022-12-31,machine,28,10,plowed_in_soil,0.2272727272727273,440
ID_NMW74YELQELT,Gaya,Wazirganj,29,12,WetTillagePuddling FourWheelTracRotavator,2022-06-26,4,Manual_PuddledRandom,2022-06-21,2022-07-23,2.0,PreMonsoonShowers,SeedlingAge,4.0,Boring,Electric,95.0,5.0,Ganaura,3.0,,SoilApplied,2,DAP Urea,3.0,3.0,Broadcasting,Urea,2.0,30.0,,,Broadcasting,hand,2022-11-02,300.0,2022-12-15,machine,22,10,plowed_in_soil,0.1111111111111111,245
ID_X9MS4VOV677S,Vaishali,Garoul,12,5,TractorPlough,2022-07-08,6,Manual_PuddledLine,2022-06-18,2022-07-12,2.0,SeedAvailability,SeedlingAge IrrigWaterAvailability,,,,,2.0,FYM,,10.0,SoilApplied,2,DAP Other,6.0,,SoilApplied,Urea,6.0,32.0,,,Broadcasting,hand,2022-10-20,600.0,2022-11-02,hand,20,10,plowed_in_soil,0.1363636363636364,255
ID_YNXEVFHRX8CO,Gaya,Gurua,20,20,TractorPlough FourWheelTracRotavator,2022-06-30,7,Manual_PuddledRandom,2022-06-30,2022-07-25,4.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,Canal,,,,Ganaura,1.0,,SoilApplied,2,DAP,12.0,,SoilApplied,Urea,6.0,42.0,,,Broadcasting,hand,2022-11-12,240.0,2022-12-03,hand,28,10,plowed_in_soil,0.2222222222222222,510
ID_WAFKFWQYGY2E,Gaya,Wazirganj,20,20,WetTillagePuddling FourWheelTracRotavator,2022-07-05,5,Manual_PuddledRandom,2022-06-25,2022-07-26,4.0,PreMonsoonShowers IrrigWaterAvailability,RainArrival CalendarDate,6.0,Boring,Electric,100.0,2.0,FYM,,5.0,SoilApplied,2,DAP Urea,10.0,10.0,Broadcasting,Urea,15.0,25.0,,,Broadcasting,hand,2022-11-12,500.0,2022-11-30,hand,25,10,plowed_in_soil,0.2962962962962963,640
ID_DKQI5QIFHVZ6,Nalanda,Rajgir,50,50,WetTillagePuddling TractorPlough,2022-07-23,5,Manual_PuddledRandom,2022-07-08,2022-07-28,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,Rainfed,,,4.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,15.0,5.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-24,900.0,2022-12-09,machine,24,10,plowed_in_soil,0.3125,688
ID_UFYU5SK3S70N,Nalanda,Rajgir,21,20,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-20,5,Manual_PuddledRandom,2022-07-02,2022-07-21,2.0,PreMonsoonShowers CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate RainArrival SeedlingAge IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,125.0,5.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,10.0,10.0,Broadcasting,Urea,20.0,40.0,,,Broadcasting,hand,2022-11-24,3.0,2022-12-24,machine,25,10,plowed_in_soil,0.3125,600
ID_I53G7YSDGEAO,Gaya,Gurua,20,20,TractorPlough FourWheelTracRotavator,2022-06-30,6,Manual_PuddledRandom,2022-06-30,2022-07-25,4.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,,,,,Ganaura,3.0,,Broadcasting,2,DAP Urea,8.0,4.0,Broadcasting,Urea,15.0,45.0,,,SoilApplied,hand,2022-12-02,400.0,2022-12-21,hand,25,10,plowed_in_soil,0.2962962962962963,680
ID_1S9739KX5N7I,Jamui,Khaira,30,25,TractorPlough,2022-07-20,3,Manual_PuddledLine,2022-07-03,2022-07-25,1.0,CalendarDate LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Canal,,,5.0,FYM,,3.0,SoilApplied,3,DAP,12.0,,Broadcasting,Urea,12.0,22.0,8.0,55.0,Broadcasting,hand,2022-11-10,120.0,2022-12-16,machine,28,10,plowed_in_soil,0.3636363636363636,640
ID_I2BBL9YGJ92R,Nalanda,Rajgir,30,30,WetTillagePuddling TractorPlough,2022-07-16,5,LineSowingAfterTillage,2022-07-01,2022-07-18,,,,5.0,Boring,Electric,150.0,4.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,20.0,1.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-26,900.0,2022-12-12,machine,25,10,plowed_in_soil,0.3125,720
ID_ROBWJUSHEROG,Nalanda,Noorsarai,45,45,TractorPlough,2022-07-21,4,Manual_PuddledRandom,2022-06-23,2022-07-22,3.0,CalendarDate IrrigWaterAvailability SeedAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,200.0,3.0,,,,,2,DAP Urea,10.0,20.0,Broadcasting,Urea,20.0,28.0,,,Broadcasting,machine,2022-11-30,,2022-12-02,machine,25,40,burned,0.3125,450
ID_HQ3OBKC3MQMO,Nalanda,Noorsarai,20,20,TractorPlough FourWheelTracRotavator,2022-07-06,4,Manual_PuddledRandom,2022-06-20,2022-07-09,1.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability,2.0,Boring,Electric,120.0,3.0,,,,,2,Urea,,6.0,Broadcasting,Urea,12.0,33.0,,,Broadcasting,hand,2022-11-01,300.0,2023-01-09,machine,26,10,plowed_in_soil,0.1875,480
ID_KGAJMLHBV8CX,Gaya,Wazirganj,5,5,WetTillagePuddling FourWheelTracRotavator,2022-06-25,4,Manual_PuddledRandom,2022-06-30,2022-07-21,2.0,IrrigWaterAvailability,IrrigWaterAvailability,2.0,Boring,Electric,20.0,3.0,Ganaura,2.0,,SoilApplied,2,DAP Urea,2.0,2.0,Broadcasting,Urea,5.0,25.0,,,Broadcasting,hand,2022-11-04,100.0,2022-11-12,machine,30,10,plowed_in_soil,0.07407407407407407,80
ID_S6XXFVWMWIEC,Vaishali,Chehrakala,10,10,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-25,4,Manual_PuddledRandom,2022-07-05,2022-08-24,1.0,CalendarDate,CalendarDate RainArrival IrrigWaterAvailability LaborAvailability,5.0,TubeWell,Diesel,1000.0,3.0,Ganaura,1.0,,SoilApplied,3,DAP Urea,10.0,10.0,Broadcasting,Urea,10.0,18.0,,,Broadcasting,hand,2022-10-25,1200.0,2022-10-31,hand,27,10,plowed_in_soil,0.2272727272727273,300
ID_19F0U4CGW3JH,Vaishali,Mahua,15,12,TractorPlough FourWheelTracRotavator,2022-06-24,4,Manual_PuddledRandom,2022-06-02,2022-07-11,2.0,CalendarDate IrrigWaterAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,600.0,2.0,FYM,,4.0,SoilApplied,3,DAP,18.0,,Broadcasting,Urea,18.0,30.0,12.0,60.0,Broadcasting,hand,2022-11-03,1200.0,2022-11-18,machine,30,10,plowed_in_soil,0.2727272727272727,480
ID_UBD4BQ39C5Q4,Vaishali,Mahua,5,5,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-11,5,Manual_PuddledRandom,2022-07-13,2022-08-08,1.0,PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,2.0,Boring,Diesel,,2.0,FYM,,2.0,SoilApplied,3,DAP,5.0,,SoilApplied,Urea,4.0,45.0,4.0,75.0,Broadcasting,hand,2022-11-02,400.0,2022-11-15,hand,30,10,plowed_in_soil,0.09090909090909091,200
ID_TO0XM6850P1N,Vaishali,Mahua,15,15,FourWheelTracRotavator TractorPlough WetTillagePuddling,2022-07-05,4,Manual_PuddledRandom,2022-07-06,2022-08-03,2.0,PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,2.0,Boring,Diesel,400.0,3.0,FYM,,2.0,SoilApplied,3,NPK,,,SoilApplied,Urea,4.0,40.0,4.0,70.0,Broadcasting,hand,2022-11-01,400.0,2022-11-08,hand,30,10,plowed_in_soil,0.09090909090909091,200
ID_EV7SZWJGI1L9,Gaya,Wazirganj,13,10,WetTillagePuddling FourWheelTracRotavator,2022-06-26,4,Manual_PuddledRandom,2022-06-20,2022-07-24,2.0,PreMonsoonShowers,SeedlingAge,4.0,Boring,Electric,98.0,6.0,Ganaura,4.0,,SoilApplied,2,DAP Urea,3.0,3.0,Broadcasting,Urea,3.0,35.0,,,Broadcasting,hand,2022-11-03,228.0,2022-12-08,machine,22,10,plowed_in_soil,0.1111111111111111,210
ID_LIEZG4Z6UO1F,Jamui,Khaira,50,50,TractorPlough,2022-07-28,5,Manual_PuddledRandom,2022-07-04,2022-08-03,5.0,CalendarDate LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Canal,,,8.0,FYM,,3.0,SoilApplied,3,DAP,10.0,,Broadcasting,Urea,15.0,22.0,10.0,60.0,Broadcasting,hand,2022-11-05,150.0,2022-11-29,machine,24,10,plowed_in_soil,0.4545454545454545,800
ID_9578RG4XLOEG,Nalanda,Rajgir,6,6,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-06-15,5,Manual_PuddledRandom,2022-06-01,2022-07-16,2.0,PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge RainArrival LaborAvailability IrrigWaterAvailability,1.0,Boring,Electric,75.0,7.0,Ganaura,1.0,,Broadcasting,2,DAP Urea,3.0,6.0,Broadcasting,Urea,3.0,46.0,,,Broadcasting,hand,2022-11-22,150.0,2022-12-12,machine,26,10,plowed_in_soil,0.09375,130
ID_3TE4WN7U6NRR,Nalanda,Noorsarai,40,40,TractorPlough,2022-07-16,4,Manual_PuddledRandom,2022-06-16,2022-07-17,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,16.0,Boring,Electric,,2.0,,,,,2,DAP Urea,20.0,40.0,Broadcasting,Urea,40.0,28.0,,,Broadcasting,machine,2022-12-02,,2022-12-03,machine,25,40,burned,0.625,950
ID_YCPBKQLJJ8WW,Nalanda,Noorsarai,30,15,WetTillagePuddling,2022-07-18,5,Manual_PuddledRandom,2022-06-25,2022-07-20,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,4.0,Boring,Electric,160.0,1.0,,,,,2,Urea,,16.0,Broadcasting,Urea,8.0,20.0,,,Broadcasting,hand,2022-11-03,80.0,2022-12-24,hand,25,10,plowed_in_soil,0.25,450
ID_JYY1M04KI3G4,Nalanda,Rajgir,40,40,TractorPlough FourWheelTracRotavator,2022-07-18,4,Manual_PuddledLine,2022-07-21,2022-08-20,2.0,SeedAvailability,IrrigWaterAvailability,4.0,Canal,,,3.0,Ganaura,50.0,,SoilApplied,3,DAP Urea,20.0,20.0,Broadcasting,DAP Urea,10.0,10.0,10.0,10.0,Broadcasting,hand,2022-12-05,300.0,2022-12-16,hand,13,10,plowed_in_soil,0.3125,400
ID_97VS449DMB9R,Jamui,Jamui,5,5,TractorPlough,2022-07-31,4,Manual_PuddledRandom,2022-06-28,2022-08-06,8.0,IrrigWaterAvailability PreMonsoonShowers,SeedlingAge RainArrival,4.0,Boring,Electric,400.0,2.0,,,,,2,DAP Urea,8.0,8.0,Broadcasting,Urea,8.0,30.0,,,Broadcasting,hand,2022-11-15,300.0,2023-01-10,machine,28,10,plowed_in_soil,0.1363636363636364,239
ID_VZ8A3X7SNNRM,Nalanda,Rajgir,30,30,TractorPlough,2022-06-10,6,Manual_PuddledRandom,2022-06-14,2022-07-14,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival LaborAvailability IrrigWaterAvailability,6.0,Boring,Electric,90.0,2.0,Ganaura,600.0,,Broadcasting,2,DAP Urea,5.0,5.0,Broadcasting,Urea,5.0,23.0,,,Broadcasting,hand,2022-11-05,250.0,2022-11-10,hand,22,10,plowed_in_soil,0.15625,350
ID_BI3VS3UKUNN2,Nalanda,Rajgir,60,60,FourWheelTracRotavator,2022-06-23,4,LineSowingAfterTillage,2022-06-26,2022-07-28,,,,8.0,Boring,Electric,,5.0,,,,,2,DAP Urea,25.0,12.0,Broadcasting,Urea,25.0,42.0,,,Broadcasting,machine,2022-11-25,,2022-11-28,hand,28,40,plowed_in_soil,0.375,640
ID_IKSBT7TCI4J9,Jamui,Jamui,20,20,WetTillagePuddling TractorPlough BullockPlough,2022-08-06,4,Manual_PuddledRandom,2022-07-11,2022-08-11,3.0,CalendarDate,CalendarDate,3.0,Boring,Diesel,200.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,10.0,10.0,Broadcasting,DAP Urea,15.0,10.0,,,Broadcasting,hand,2022-11-08,1100.0,2023-01-28,machine,26,10,plowed_in_soil,0.9090909090909091,1600
ID_TSJG9VJJN308,Jamui,Khaira,25,16,TractorPlough,2022-07-22,4,Manual_PuddledLine,2022-07-02,2022-08-02,1.0,LabourAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,250.0,3.0,FYM,,2.0,SoilApplied,3,DAP,13.0,,Broadcasting,Urea,12.0,25.0,12.0,65.0,Broadcasting,hand,2022-12-01,1300.0,2022-12-21,hand,21,10,plowed_in_soil,0.5454545454545454,1300
ID_0DET8YQXSXKV,Nalanda,Rajgir,30,30,WetTillagePuddling TractorPlough,2022-07-08,5,Manual_PuddledRandom,2022-06-26,2022-07-11,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,150.0,5.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,20.0,10.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-22,900.0,2022-12-20,machine,24,10,plowed_in_soil,0.3125,500
ID_QNOAT22VISBH,Jamui,Khaira,55,33,TractorPlough,2022-07-25,4,Manual_PuddledLine,2022-07-10,2022-08-01,1.0,LabourAvailability,SeedlingAge RainArrival LaborAvailability IrrigWaterAvailability,4.0,Boring,Diesel,450.0,3.0,FYM,,3.0,SoilApplied,3,DAP,21.0,,Broadcasting,Urea,15.0,25.0,15.0,68.0,Broadcasting,hand,2022-12-01,1600.0,2022-12-28,hand,23,10,plowed_in_soil,0.9545454545454546,2200
ID_QTO80TSLUDJ3,Nalanda,Noorsarai,70,70,TractorPlough FourWheelTracRotavator,2022-07-08,4,Manual_PuddledRandom,2022-06-21,2022-07-14,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability,6.0,Boring,Electric,320.0,4.0,,,,,2,Urea,,16.0,Broadcasting,Urea,32.0,31.0,,,Broadcasting,hand,2022-10-27,800.0,2023-01-24,machine,23,10,plowed_in_soil,0.5,1200
ID_GX14AROB8KD7,Nalanda,Rajgir,50,50,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-06-06,5,Manual_PuddledRandom,2022-06-20,2022-07-09,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,150.0,5.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,15.0,5.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-25,900.0,2022-12-28,machine,23,10,plowed_in_soil,0.3125,655
ID_1HBD2VOJLX4A,Vaishali,Chehrakala,25,25,TractorPlough FourWheelTracRotavator,2022-07-16,5,Manual_PuddledRandom,2022-07-01,2022-07-18,1.0,IrrigWaterAvailability,RainArrival IrrigWaterAvailability,5.0,Canal,Diesel,100.0,2.0,Ganaura,2.0,,SoilApplied,1,Urea,,10.0,Broadcasting,,,,,,,hand,2022-10-10,150.0,2022-10-23,machine,25,10,plowed_in_soil,0.2272727272727273,400
ID_DJD9XIOY4DJJ,Vaishali,Mahua,20,12,FourWheelTracRotavator TractorPlough,2022-06-25,4,Manual_PuddledRandom,2022-06-02,2022-07-01,1.0,CalendarDate IrrigWaterAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Diesel,700.0,2.0,Ganaura FYM,1.0,4.0,SoilApplied,3,DAP,21.0,,Broadcasting,Urea,14.0,30.0,21.0,65.0,Broadcasting,hand,2022-11-02,1400.0,2022-11-17,machine,30,10,plowed_in_soil,0.3181818181818182,560
ID_E2CZ9VLI39KY,Nalanda,Rajgir,50,50,WetTillagePuddling TractorPlough,2022-07-25,5,Manual_PuddledRandom,2022-07-08,2022-08-10,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,Rainfed,,,4.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,15.0,5.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-10,900.0,2022-12-28,machine,21,10,plowed_in_soil,0.3125,655
