District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Gaya,Wazirganj,19.0,15.0,2022-06-29,4.0,Manual_PuddledRandom,2022-06-20,2022-07-19,3.0,5.0,Boring,Electric,110.0,6.0,4.0,4.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,3.0,4.0,52.0,Broadcasting,hand,2022-10-31,300.0,2022-12-08,machine,22.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,245
Jamui,Jamui,45.0,45.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-21,2022-07-28,4.0,2.0,Canal,Electric,500.0,4.0,2.0,500.0,Broadcasting,2.0,2.0,2.0,Broadcasting,2.0,30.0,2.0,50.0,Broadcasting,hand,2022-11-29,90.0,2023-02-09,hand,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,placeholder,True,False,False,False,True,300
Nalanda,Rajgir,22.0,22.0,2022-07-20,5.0,Manual_PuddledRandom,2022-06-30,2022-07-21,2.0,5.0,Boring,Electric,175.0,3.0,2.0,15.0,SoilApplied,2.0,18.0,12.0,Broadcasting,24.0,41.0,10.0,45.0,Broadcasting,hand,2022-11-25,4.0,2022-12-22,machine,24.0,10.0,plowed_in_soil,0.375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,600
Vaishali,Mahua,10.0,5.0,2022-07-02,6.0,Manual_PuddledRandom,2022-06-25,2022-07-15,1.0,1.0,Boring,Diesel,150.0,1.0,140.0,2.0,SoilApplied,2.0,8.0,6.0,SoilApplied,10.0,30.0,6.0,60.0,SoilApplied,hand,2022-10-15,200.0,2022-10-25,hand,25.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,False,True,False,False,True,False,False,placeholder,False,placeholder,False,False,False,False,True,False,False,False,True,150
Gaya,Gurua,20.0,20.0,2022-07-06,5.0,Manual_PuddledRandom,2022-06-17,2022-08-13,2.0,6.0,Boring,Electric,180.0,3.0,1.0,1.0,SoilApplied,2.0,8.0,5.0,Broadcasting,8.0,65.0,6.0,85.0,Broadcasting,hand,2022-12-07,960.0,2023-01-20,machine,30.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,680
Jamui,Khaira,23.0,16.0,2022-07-22,4.0,Manual_PuddledLine,2022-07-02,2022-08-02,1.0,3.0,Boring,Electric,250.0,2.0,5.0,2.0,Broadcasting,3.0,12.0,24.0,SoilApplied,12.0,25.0,12.0,65.0,Broadcasting,hand,2022-12-01,900.0,2022-12-15,hand,21.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,900
Vaishali,Mahua,6.0,4.0,2022-06-21,4.0,Manual_PuddledRandom,2022-06-01,2022-07-06,2.0,2.0,Boring,Diesel,400.0,2.0,2.0,2.0,SoilApplied,3.0,12.0,12.0,Broadcasting,12.0,26.0,8.0,60.0,Broadcasting,hand,2022-11-03,800.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,280
Jamui,Jamui,5.0,5.0,2022-07-26,4.0,Manual_PuddledRandom,2022-06-27,2022-07-29,14.0,7.0,Boring,Electric,700.0,2.0,7.0,5.0,SoilApplied,1.0,14.0,14.0,Broadcasting,14.0,14.0,10.0,38.0,placeholder,hand,2022-11-05,300.0,2023-01-11,machine,28.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,False,placeholder,placeholder,False,False,False,False,True,False,placeholder,placeholder,placeholder,238
Vaishali,Mahua,20.0,20.0,2022-07-01,3.0,Manual_PuddledRandom,2022-07-06,2022-07-18,1.0,6.0,Boring,Electric,1000.0,2.0,55.0,2.0,SoilApplied,3.0,20.0,20.0,SoilApplied,20.0,18.0,20.0,60.0,Broadcasting,hand,2022-11-01,200.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,800
Vaishali,Mahua,5.0,5.0,2022-06-13,4.0,Manual_PuddledRandom,2022-06-15,2022-07-10,1.0,3.0,Boring,Electric,600.0,2.0,90.0,2.0,SoilApplied,3.0,10.0,10.0,SoilApplied,10.0,20.0,10.0,50.0,Broadcasting,hand,2022-11-03,200.0,2022-11-11,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Gaya,Wazirganj,29.0,18.0,2022-06-29,4.0,Manual_PuddledRandom,2022-06-21,2022-07-20,2.0,4.0,Boring,Electric,90.0,5.0,4.0,4.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,25.0,3136.0,45.02223032273,Broadcasting,hand,2022-10-29,160.0,2022-11-26,machine,22.0,10.0,plowed_in_soil,0.074074074074074,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,155
Nalanda,Rajgir,60.0,60.0,2022-07-06,5.0,LineSowingAfterTillage,2022-06-18,2022-07-07,2.0,6.0,Boring,Electric,250.0,11.0,1.0,1.0,SoilApplied,2.0,12.0,24.0,SoilApplied,12.0,25.0,43680436249216.0,877.0,RootApplication,hand,2022-11-21,900.0,2022-12-28,machine,27.0,10.0,plowed_in_soil,0.375,True,False,True,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,True,placeholder,True,False,placeholder,False,False,False,False,False,False,True,False,False,False,True,720
Nalanda,Rajgir,30.0,30.0,2022-07-16,1.0,Manual_PuddledRandom,2022-06-25,2022-07-18,1.0,5.0,Boring,Electric,175.0,2.0,0.0,18.0,SoilApplied,2.0,10.0,14375.0,Broadcasting,12.0,26.0,4.0,56.59,Broadcasting,hand,2022-12-09,490.0,2023-02-25,machine,25.0,10.0,plowed_in_soil,0.21875,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,490
Nalanda,Rajgir,40.0,30.0,2022-07-16,6.0,Manual_PuddledRandom,2022-06-28,2022-07-17,2.0,10.0,Boring,Electric,500.0,4.0,5.0,30.0,SoilApplied,2.0,15.0,,SoilApplied,30.0,30.0,11.0,10.0,Broadcasting,hand,2022-12-07,900.0,2023-01-28,machine,24.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1200
Gaya,Gurua,30.0,30.0,2022-07-08,8.0,Manual_PuddledRandom,2022-06-26,2022-07-31,3.0,6.0,Boring,Electric,180.0,2.0,1.0,1.0,SoilApplied,2.0,12.0,5.151814092180123e+17,Broadcasting,8.0,46.0,35.0,1056881.0,Broadcasting,hand,2022-12-02,120.0,2023-01-06,machine,25.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,480
Jamui,Khaira,25.0,20.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-04,2022-07-28,2.0,2.0,Canal,placeholder,200.0,6.0,1.0,3.0,SoilApplied,3.0,6.0,4.0,Broadcasting,8.0,25.0,6.0,62.0,Broadcasting,hand,2022-11-07,300.0,2022-12-02,machine,25.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,placeholder,False,False,False,False,False,False,False,False,False,True,320
Nalanda,Rajgir,5.0,5.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-01,2022-07-16,2.0,1.0,Boring,Electric,125.0,8.0,50.0,1.0,Broadcasting,2.0,3.0,6.0,Broadcasting,3.0,45.0,1.0,76.0,Broadcasting,hand,2022-11-24,250.0,2022-12-22,machine,27.0,10.0,plowed_in_soil,0.09375,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,150
Gaya,Gurua,10.0,10.0,2022-07-17,5.0,Manual_PuddledRandom,2022-07-23,2022-08-21,3.0,5.0,Boring,Electric,150.0,3.0,1.0,1.0,SoilApplied,2.0,10.0,7.0,Broadcasting,10.0,34.0,6.0,62.0,Broadcasting,hand,2022-11-19,120.0,2022-12-19,hand,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,800
Vaishali,Mahua,12.0,12.0,2022-07-18,4.0,Manual_PuddledRandom,2022-07-20,2022-08-15,2.0,2.0,Boring,Diesel,300.0,3.0,4.0,2.0,SoilApplied,3.0,5.0,0.0925925,SoilApplied,4.0,42.0,5.0,75.0,Broadcasting,hand,2022-11-10,400.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,200
Jamui,Khaira,52.0,23.0,2022-07-23,4.0,Manual_PuddledLine,2022-07-02,2022-07-28,2.0,5.0,Boring,Electric,400.0,3.0,,3.0,SoilApplied,3.0,21.0,,Broadcasting,20.0,26.0,20.0,63.0,Broadcasting,hand,2022-12-08,2300.0,2022-12-15,hand,23.0,10.0,plowed_in_soil,0.9090909090909092,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2300
Nalanda,Rajgir,60.0,50.0,2022-07-14,6.0,Manual_PuddledRandom,2022-06-25,2022-07-15,2.0,8.0,Boring,Electric,240.0,4.0,3.0,30.0,SoilApplied,2.0,15.0,24.0,SoilApplied,30.0,30.0,15.0,52.1,Broadcasting,hand,2022-11-26,100.0,2022-12-28,machine,24.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1200
Gaya,Gurua,20.0,20.0,2022-07-03,6.0,Manual_PuddledRandom,2022-06-19,2022-08-12,2.0,7.0,Boring,Electric,180.0,3.0,1.0,1.0,SoilApplied,2.0,8.0,8.0,Broadcasting,8.0,60.0,35.0,8.0,Broadcasting,hand,2022-12-19,960.0,2023-01-05,machine,30.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,624
Nalanda,Rajgir,35.0,30.0,2022-06-14,6.0,Manual_PuddledRandom,2022-06-28,2022-07-16,2.0,4.0,Boring,Electric,100.0,4.0,3.0,3.0,SoilApplied,2.0,9.0,,SoilApplied,18.0,18.0,19.0,1093.0,Broadcasting,hand,2022-11-18,600.0,2023-01-05,machine,25.0,10.0,plowed_in_soil,0.28125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,900
Gaya,Gurua,10.0,10.0,2022-07-19,6.0,Manual_PuddledRandom,2022-06-24,2022-07-21,3.0,3.0,Boring,Electric,100.0,2.0,1.0,1.0,SoilApplied,2.0,8.0,4.0,Broadcasting,6.0,35.0,6.0,42.0,Broadcasting,hand,2022-11-13,120.0,2022-12-03,hand,25.0,10.0,plowed_in_soil,0.1481481481481481,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,260
Jamui,Jamui,50.0,50.0,2022-07-23,4.0,Manual_PuddledRandom,2022-06-19,2022-07-29,5.0,5.0,Boring,Electric,1000.0,3.0,5.0,7.0,Broadcasting,3.0,38.0,33.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-02-02,hand,29.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,800
Nalanda,Noorsarai,50.0,30.0,2022-07-17,5.0,Manual_PuddledRandom,2022-06-23,2022-07-18,2.0,10.0,Boring,Electric,400.0,1.0,80.0,3.0,SoilApplied,3.0,40.0,40.0,SoilApplied,40.0,20.0,20.0,45.0,Broadcasting,hand,2022-11-05,80.0,2022-11-21,machine,28.0,10.0,plowed_in_soil,0.625,True,False,True,False,True,False,False,True,True,True,True,True,placeholder,False,placeholder,placeholder,placeholder,False,False,False,False,True,False,False,False,True,1230
Nalanda,Rajgir,20.0,20.0,2022-07-18,5.0,Manual_PuddledRandom,2022-06-28,2022-08-07,2.0,7.0,Boring,Electric,175.0,6.0,1.0,5.0,SoilApplied,2.0,15.0,15.0,Broadcasting,28.0,42.0,10.012103,8221.0,SoilApplied,hand,2022-12-04,1500.0,2022-12-28,hand,26.0,10.0,plowed_in_soil,0.4375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,750
Nalanda,Rajgir,20.0,20.0,2022-07-08,5.0,Manual_PuddledRandom,2022-06-25,2022-07-09,2.0,2.0,Boring,Electric,100.0,7.0,100.0,1.0,Broadcasting,2.0,4.0,8.0,Broadcasting,4.0,45.0,2.0,46.0,Broadcasting,hand,2022-11-07,250.0,2022-12-28,machine,26.0,10.0,plowed_in_soil,0.125,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,200
Jamui,Khaira,25.0,22.0,2022-07-17,4.0,Manual_PuddledRandom,2022-06-29,2022-07-25,4.0,3.0,Canal,Electric,300.0,6.0,30.0,1.0,SoilApplied,3.0,9.0,27.0,Broadcasting,12.0,28.0,9.0,65.0,Broadcasting,hand,2022-11-10,150.0,2022-12-03,machine,25.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,420
Gaya,Wazirganj,5.0,5.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-28,2022-07-23,3.0,3.0,Boring,Electric,50.0,3.0,3.0,2.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,5.0,30.036363636361937,Broadcasting,hand,2022-11-01,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,405
Jamui,Khaira,25.0,20.0,2022-07-23,4.0,Manual_PuddledLine,2022-07-06,2022-07-28,1.0,4.0,Boring,Diesel,250.0,2.0,32.06,2.0,SoilApplied,3.0,13.0,,Broadcasting,16.0,25.0,13.0,65.0,Broadcasting,hand,2022-12-01,1400.0,2022-12-23,hand,22.0,10.0,plowed_in_soil,0.7272727272727273,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1400
Nalanda,Rajgir,30.0,30.0,2022-06-15,6.0,Manual_PuddledRandom,2022-06-16,2022-07-15,2.0,12.0,Boring,Electric,120.0,2.0,600.0,10.0,Broadcasting,2.0,8.0,8.0,Broadcasting,8.0,23.0,4.0,52.0,Broadcasting,hand,2022-11-05,435.0,2022-11-10,hand,22.0,10.0,plowed_in_soil,0.25,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,530
Jamui,Khaira,27.0,21.0,2022-07-25,4.0,Manual_PuddledRandom,2022-07-04,2022-07-29,2.0,3.0,Boring,Electric,250.0,2.0,2.0,2.0,SoilApplied,3.0,11.0,1.0,Broadcasting,10.0,23.0,9.0,65.0,Broadcasting,hand,2022-12-01,1000.0,2022-12-22,hand,23.0,10.0,plowed_in_soil,0.5454545454545454,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1300
Jamui,Jamui,25.0,20.0,2022-07-10,3.0,Manual_PuddledRandom,2022-07-16,2022-08-14,3.0,15.0,Boring,Electric,2000.0,1.0,5.0,4045459344.0,Broadcasting,2.0,22.0,22.0,Broadcasting,15.0,15.0,8.0,8.0,Broadcasting,hand,2022-11-26,750.0,2023-01-27,machine,26.0,10.0,plowed_in_soil,0.6818181818181818,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1200
Vaishali,Mahua,5.0,5.0,2022-06-26,4.0,Manual_PuddledRandom,2022-06-28,2022-08-07,1.0,3.0,Boring,Electric,750.0,1.0,200.0,2.0,SoilApplied,3.0,10.0,10.0,Broadcasting,10.0,25.0,10.0,50.0,Broadcasting,hand,2022-11-05,200.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,500
Nalanda,Rajgir,32.0,32.0,2022-07-09,4.0,Manual_PuddledRandom,2022-06-17,2022-07-12,1.0,4.0,Boring,Electric,175.0,4.0,12.0,6.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,25.0,18.0,65.0,Broadcasting,hand,2022-12-10,490.0,2023-02-20,machine,25.0,10.0,plowed_in_soil,0.21875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,560
Jamui,Khaira,50.0,25.0,2022-07-24,4.0,Manual_PuddledLine,2022-07-01,2022-08-01,1.0,3.0,Boring,Diesel,350.0,2.0,3.0,3.0,SoilApplied,3.0,13.0,,Broadcasting,13.0,23.0,14.0,65.0,Broadcasting,hand,2022-12-01,1000.0,2022-12-16,hand,21.0,10.0,plowed_in_soil,0.6363636363636364,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1600
Nalanda,Rajgir,26.0,20.0,2022-07-22,6.0,Manual_PuddledRandom,2022-07-05,2022-07-24,1.0,4.0,Boring,Electric,140.0,5.0,5.0,15.0,Broadcasting,2.0,10.0,2.0,Broadcasting,12.0,38.0,10.0,1252830.0,Broadcasting,hand,2022-12-16,490.0,2023-02-10,hand,25.0,10.0,plowed_in_soil,0.21875,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,420
Nalanda,Rajgir,50.0,45.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-25,2022-07-18,1.0,4.0,Boring,Electric,200.0,5.0,12.0,19.0,SoilApplied,2.0,12.0,0.28125,Broadcasting,12.0,23.0,14.0,45.0,Broadcasting,hand,2022-12-15,560.0,2023-03-10,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,560
Gaya,Wazirganj,40.0,40.0,2022-07-01,5.0,Manual_PuddledRandom,2022-06-28,2022-07-30,2.0,8.0,Rainfed,placeholder,80.0,3.0,500.28,5.0,SoilApplied,2.0,10.0,10.0,Broadcasting,15.0,45.0,45.03,97.0,Broadcasting,hand,2022-11-25,100.0,2022-12-08,hand,25.0,10.0,plowed_in_soil,0.3703703703703703,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,800
Jamui,Khaira,21.0,15.0,2022-07-27,4.0,Manual_PuddledLine,2022-07-05,2022-08-04,1.0,3.0,Boring,Diesel,200.0,2.0,,2.0,SoilApplied,3.0,8.0,22715587682863.0,Broadcasting,9.0,23.0,8.0,62.0,Broadcasting,hand,2022-12-09,900.0,2022-12-22,hand,21.0,10.0,plowed_in_soil,0.4090909090909091,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,800
Gaya,Wazirganj,40.0,35.0,2022-07-26,5.0,Manual_PuddledLine,2022-07-01,2022-07-30,2.0,8.0,Rainfed,placeholder,100.0,2.0,45.0,5.0,SoilApplied,2.0,10.0,10.0,Broadcasting,15.0,45.0,8421130.0,881.0190511194324,Broadcasting,hand,2022-10-30,500.0,2022-11-18,hand,25.0,10.0,plowed_in_soil,0.3703703703703703,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,800
Nalanda,Noorsarai,20.0,20.0,2022-07-09,4.0,Manual_PuddledRandom,2022-06-22,2022-07-12,3.0,2.0,Boring,Electric,120.0,3.0,1.0,12.0,SoilApplied,2.0,6.0,6.0,Broadcasting,12.0,30.0,6.0,56.0,Broadcasting,hand,2022-11-02,300.0,2023-01-11,machine,25.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,False,False,True,True,False,False,True,placeholder,False,False,False,False,False,False,False,False,True,False,False,False,True,480
Nalanda,Rajgir,45.0,45.0,2022-06-17,4.0,Manual_PuddledRandom,2022-06-19,2022-07-15,1.0,2.0,Boring,Electric,80.0,3.0,100.0,1550.0,SoilApplied,2.0,8.0,4.0,Broadcasting,8.0,35.0,4.0,593.0,Broadcasting,machine,2022-11-24,150.0,2022-11-25,hand,28.0,40.0,plowed_in_soil,0.125,False,False,True,False,True,False,False,False,True,False,False,False,placeholder,False,False,False,False,False,False,False,False,True,False,False,False,True,210
Nalanda,Noorsarai,60.0,60.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-26,2022-07-25,2.0,11.0,Boring,Electric,400.0,3.0,50.0,70.0,SoilApplied,2.0,20.0,40.0,Broadcasting,40.0,28.0,25.0,30.0,Broadcasting,machine,2022-12-01,300.0,2022-12-02,machine,25.0,40.0,burned,0.625,False,False,True,False,True,False,False,True,True,False,True,True,40.0,placeholder,placeholder,placeholder,placeholder,False,False,False,False,True,False,False,False,True,900
Nalanda,Rajgir,40.0,21.0,2022-07-20,3.0,Manual_PuddledRandom,2022-06-18,2022-07-21,2.0,10.0,Boring,Electric,200.0,5.0,140.0,80.0,Broadcasting,2.0,15.0,15.0,Broadcasting,15.0,40.0,15.0,56.0,Broadcasting,hand,2022-11-10,225.0,2022-12-13,hand,30.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,False,False,True,True,False,False,True,True,placeholder,placeholder,False,False,False,False,False,False,True,False,False,False,True,600
Jamui,Jamui,25.0,20.0,2022-07-15,4.0,Manual_PuddledRandom,2022-07-16,2022-08-10,4.0,10.0,Boring,Electric,1200.0,1.0,5.0,10.0,Broadcasting,2.0,22.0,22.0,Broadcasting,15.0,15.0,21.0,65.0,Broadcasting,hand,2022-11-10,750.0,2023-01-19,machine,26.0,10.0,plowed_in_soil,0.6818181818181818,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1200
Vaishali,Garoul,10.0,2.0,2022-07-10,6.0,Manual_PuddledLine,2022-06-22,2022-07-16,1.0,1.0,Boring,Electric,100.0,2.0,3040.0,16.0,SoilApplied,2.0,4.0,5148.0,SoilApplied,4.0,50.0,6.0,76.0,Broadcasting,hand,2022-10-29,400.0,2022-11-14,hand,28.0,10.0,plowed_in_soil,0.0909090909090909,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,160
Vaishali,Mahua,6.0,6.0,2022-07-16,4.0,Manual_PuddledRandom,2022-07-18,2022-08-15,2.0,1.0,Boring,Diesel,200.0,3.0,,1.0,SoilApplied,3.0,3.0,,SoilApplied,2.0,42.0,2.0,75.0,Broadcasting,hand,2022-11-07,200.0,2022-11-14,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,100
Nalanda,Rajgir,40.0,40.0,2022-06-22,6.0,Manual_PuddledRandom,2022-06-07,2022-07-24,1.0,6.0,Boring,Electric,200.0,2.0,,18.0,SoilApplied,2.0,13.0,,Broadcasting,10.0,29.0,10.0,59.0,Broadcasting,hand,2022-12-06,500.0,2023-03-09,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,600
Vaishali,Mahua,6.0,3.0,2022-07-03,4.0,Manual_PuddledRandom,2022-06-20,2022-07-12,2.0,1.0,Boring,Diesel,100.0,2.0,300.0,3.0,SoilApplied,2.0,15.0,0.0906090909090917,SoilApplied,10.0,40.0,5.0,85.0,Broadcasting,hand,2022-10-15,150.0,2022-10-20,hand,29.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,225
Vaishali,Mahua,16.0,5.0,2022-06-20,4.0,Manual_PuddledRandom,2022-06-01,2022-07-06,1.0,3.0,Boring,Electric,600.0,1.0,1.0,3.0,SoilApplied,3.0,15.0,8.0,Broadcasting,15.0,25.0,10.0,60.0,Broadcasting,hand,2022-11-02,1000.0,2022-11-12,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Nalanda,Noorsarai,40.0,40.0,2022-07-09,4.0,Manual_PuddledRandom,2022-06-20,2022-07-13,1.0,5.0,Boring,Electric,240.0,3.0,50.0,22.0,SoilApplied,2.0,18.0,18.0,Broadcasting,12.0,30.0,11.0,52.0,Broadcasting,hand,2022-11-02,600.0,2023-01-13,machine,22.0,10.0,plowed_in_soil,0.375,True,False,True,False,True,False,False,True,True,False,False,True,placeholder,False,placeholder,False,False,False,False,False,False,True,False,False,False,True,960
Vaishali,Mahua,5.0,5.0,2022-07-08,4.0,Manual_PuddledRandom,2022-07-10,2022-08-06,1.0,1.0,Boring,Diesel,200.0,3.0,200.0,1.0,SoilApplied,3.0,3.0,,SoilApplied,2.0,40.0,2.0,78.0,Broadcasting,hand,2022-11-06,200.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100
