District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea
Nalanda,Rajgir,28.0,25.0,2022-07-12,6.0,Manual_PuddledRandom,2022-07-20,2022-07-23,1.0,4.0,Boring,Electric,200.0,4.0,9.0,30.0,SoilApplied,2.0,12.0,,Broadcasting,12.0,33.0,,,Broadcasting,hand,2022-11-20,640.0,2023-01-26,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,10.0,5.0,2022-07-22,5.0,Manual_PuddledRandom,2022-07-12,2022-08-10,1.0,2.0,Boring,Diesel,400.0,2.0,100.0,2.0,SoilApplied,1.0,5.0,,Broadcasting,15.0,6.0,,,,hand,2022-10-12,100.0,2022-10-20,hand,23.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,
Jamui,Jamui,15.0,15.0,2022-07-05,4.0,Manual_PuddledRandom,2022-07-16,2022-08-16,4.0,4.0,Boring,Electric,400.0,1.0,5.0,4.0,Broadcasting,2.0,14.0,14.0,Broadcasting,6.0,6.0,5.0,60.0,Broadcasting,hand,2022-11-04,300.0,2023-01-09,machine,27.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,50.0,50.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-16,2022-07-24,4.0,4.0,Boring,Electric,800.0,4.0,4.0,20.0,Broadcasting,3.0,2.0,8.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-30,90.0,2023-01-31,hand,29.0,10.0,plowed_in_soil,0.3636363636363636,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True
Gaya,Gurua,15.0,15.0,2022-07-28,8.0,Manual_PuddledRandom,2022-07-01,2022-08-03,3.0,3.0,Canal,Electric,100.0,4.0,1.0,1.0,SoilApplied,2.0,8.0,6.0,Broadcasting,5.0,22.0,5.0,46.0,Broadcasting,hand,2022-11-24,120.0,2022-12-30,hand,25.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,10.0,10.0,2022-07-27,4.0,Manual_PuddledRandom,2022-07-10,2022-08-03,1.0,4.0,Boring,Diesel,800.0,2.0,4.0,4.0,SoilApplied,2.0,8.0,8.0,Broadcasting,12.0,25.0,8.0,60.0,Broadcasting,hand,2022-11-11,600.0,2022-11-17,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,20.0,20.0,2022-07-30,3.0,Manual_PuddledRandom,2022-07-27,2022-08-19,1.0,5.0,Boring,Electric,1000.0,2.0,1.0,1.0,SoilApplied,3.0,12.0,12.0,Broadcasting,12.0,18.0,12.0,30.0,Broadcasting,hand,2022-11-01,1500.0,2022-11-09,machine,27.0,10.0,plowed_in_soil,0.2727272727272727,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,15.0,15.0,2022-07-04,5.0,Manual_PuddledRandom,2022-07-06,2022-08-02,1.0,2.0,Boring,Diesel,400.0,3.0,,2.0,SoilApplied,3.0,6.0,2.0,SoilApplied,4.0,40.0,4.0,75.0,Broadcasting,hand,2022-11-10,400.0,2022-11-16,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-07-09,5.0,Manual_PuddledRandom,2022-07-03,2022-07-30,2.0,3.0,Boring,Electric,450.0,2.0,,5.0,SoilApplied,3.0,6.0,3.0,SoilApplied,6.0,60.0,6.0,70.0,Broadcasting,hand,2022-10-31,600.0,2022-11-05,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,25.0,25.0,2022-06-20,6.0,LineSowingAfterTillage,2022-07-05,2022-07-25,1.0,5.0,Boring,Electric,125.0,4.0,1.0,180.0,Broadcasting,2.0,5.0,10.0,Broadcasting,10.0,25.0,4.0,45.0,Broadcasting,hand,2022-11-26,125.0,2022-12-10,hand,25.0,10.0,plowed_in_soil,0.15625,True,False,True,True,,,,,,,,,,False,False,,,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,20.0,10.0,2022-07-02,5.0,Manual_PuddledRandom,2022-06-30,2022-07-22,2.0,3.0,Boring,Diesel,300.0,2.0,506.0,5.0,SoilApplied,1.0,20.0,20.0,SoilApplied,25.0,30.0,32.0,,,hand,2022-10-15,600.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,
Nalanda,Rajgir,36.0,25.0,2022-07-18,2.0,Broadcasting,2022-06-19,2022-07-24,1.0,6.0,Boring,Electric,150.0,6.0,13.0,1.0,Broadcasting,3.0,6.0,6.0,Broadcasting,6.0,31.0,6.0,65.0,Broadcasting,machine,2022-12-14,200.0,2022-12-14,machine,26.0,40.0,plowed_in_soil,0.1875,True,False,True,False,,True,False,False,,,,,True,False,False,False,False,False,False,False,True,True,False,False,False,True
Nalanda,Rajgir,60.0,60.0,2022-07-12,5.0,LineSowingAfterTillage,2022-06-26,2022-07-14,2.0,8.0,Boring,Electric,240.0,4.0,1.0,6.0,SoilApplied,2.0,30.0,15.0,Broadcasting,20.0,45.0,28.07816183637593,,Broadcasting,hand,2022-11-24,1200.0,2022-12-10,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,True,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,15.0,15.0,2022-07-23,7.0,Manual_PuddledRandom,2022-07-01,2022-08-05,2.0,6.0,Canal,,300.0,4.0,1.0,1.0,Broadcasting,2.0,10.0,2.1850625,Broadcasting,10.0,45.0,8.0,8.0,Broadcasting,hand,2022-11-20,120.0,2023-01-05,machine,25.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,22.0,22.0,2022-07-15,2.0,Manual_PuddledRandom,2022-07-25,2022-08-14,1.0,6.0,Boring,Electric,1200.0,2.0,2.0,1.0,SoilApplied,3.0,12.0,12.0,Broadcasting,12.0,15.0,12.0,30.0,Broadcasting,hand,2022-10-22,1500.0,2022-10-27,machine,27.0,10.0,plowed_in_soil,0.2727272727272727,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,25.0,20.0,2022-08-07,4.0,Manual_PuddledRandom,2022-07-12,2022-08-12,4.0,10.0,Boring,Electric,300.0,1.0,4.0,4.0,Broadcasting,2.0,10.0,10.0,Broadcasting,12.160886,300.0,12.0,,Broadcasting,hand,2022-11-25,600.0,2023-01-25,machine,27.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Vaishali,Mahua,10.0,10.0,2022-07-09,5.0,Manual_PuddledRandom,2022-07-11,2022-08-05,2.0,2.0,Boring,Electric,400.0,3.0,,5.0,SoilApplied,3.0,6.0,,SoilApplied,4.0,45.0,4.0,75.0,Broadcasting,hand,2022-11-09,400.0,2022-11-16,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,20.0,20.0,2022-07-19,6.0,LineSowingAfterTillage,2022-07-04,2022-07-23,5.0,5.0,Boring,Electric,125.0,4.0,125.0,11.0,SoilApplied,2.0,5.0,10.0,Broadcasting,10.0,25.0,50.0,,Broadcasting,hand,2022-11-26,125.0,2022-12-11,machine,25.0,10.0,plowed_in_soil,0.15625,True,False,True,True,,,,,,,,,,False,False,False,,False,False,False,False,True,False,False,False,True
Jamui,Jamui,5.0,5.0,2022-08-05,4.0,Manual_PuddledRandom,2022-07-18,2022-08-09,10.0,5.0,Boring,Electric,500.0,2.0,5.0,4.0,,1.0,10.0,10.0,Broadcasting,15.0,38.0,38.0,10.0,,hand,2022-11-09,300.0,2023-01-04,machine,28.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,,False,,False,False,False,False,False,False,True,False,False,,
Vaishali,Chehrakala,5.0,5.0,2022-07-19,5.0,Manual_PuddledRandom,2022-07-04,2022-07-28,1.0,1.0,Boring,Diesel,200.0,2.0,1.0,1.0,SoilApplied,1.0,2.0,2.0,Broadcasting,5.0,5.0,10.0,30.0,,hand,2022-10-18,200.0,2022-10-20,hand,22.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,,,,
Nalanda,Rajgir,70.0,50.0,2022-07-27,5.0,Manual_PuddledRandom,2022-07-08,2022-07-28,2.0,5.0,Rainfed,,300.0,3.0,1.0,7.0,SoilApplied,2.0,15.0,5.0,Broadcasting,15.0,45.0,45.0,50.0,Broadcasting,hand,2022-11-24,900.0,2022-12-20,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,40.0,40.0,2022-07-13,5.0,Manual_PuddledRandom,2022-06-23,2022-07-14,2.0,3.0,Boring,Electric,200.0,1.0,10.0,200.0,,2.0,10.0,20.0,Broadcasting,10.0,20.0,10.0,7.0,Broadcasting,machine,2022-11-12,150.1,2022-11-12,machine,25.0,40.0,plowed_in_soil,0.3125,False,False,False,True,True,False,False,True,True,True,True,True,,False,,,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,100.0,100.0,2022-07-03,5.0,Manual_PuddledRandom,2022-06-15,2022-07-05,2.0,8.0,Boring,Electric,310.0,5.0,2.0,2.0,SoilApplied,2.0,22.0,10.0,Broadcasting,30.0,40.0,,10.0,Broadcasting,hand,2022-12-31,1200.0,2023-01-19,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,15.0,15.0,2022-07-25,5.0,Manual_PuddledRandom,2022-07-10,2022-08-05,3.0,2.0,Canal,,200.0,3.0,3.0,1.0,SoilApplied,4.0,4.0,,Broadcasting,6.0,22.0,4.0,55.0,Broadcasting,hand,2022-11-04,150.0,2022-12-20,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,True,False,True,True,True,True,True,False,False,,,,False,False,False,False,False,False,False,False,True
Jamui,Jamui,20.0,15.0,2022-07-07,4.0,Manual_PuddledRandom,2022-07-01,2022-08-02,3.0,8.0,Boring,Electric,800.0,1.0,7.0,3.0,Broadcasting,2.0,15.0,15.0,Broadcasting,8.0,8.0,5.0,50.0,Broadcasting,hand,2022-11-24,500.0,2023-01-20,machine,25.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,80.0,70.0,2022-07-06,5.0,Manual_PuddledLine,2022-06-20,2022-07-08,2.0,6.0,Boring,Electric,180.0,4.0,1.0,1.0,SoilApplied,2.0,15.0,5.0,Broadcasting,15.0,50.0,,65.03,Broadcasting,hand,2022-11-11,900.0,2022-11-28,machine,26.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,21.0,18.0,2022-07-17,5.0,LineSowingAfterTillage,2022-07-27,2022-08-26,5.0,5.0,Boring,Electric,125.0,4.0,1.0,4.0,SoilApplied,2.0,15.0,10.0,Broadcasting,20.0,32.0,15.0,64.0,Broadcasting,hand,2022-11-18,900.0,2022-12-24,machine,26.0,10.0,plowed_in_soil,0.3125,True,False,True,True,,,,,,,,,True,,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,10.0,6.0,2022-06-26,6.0,Manual_PuddledRandom,2022-06-20,2022-07-15,1.0,1.0,Boring,Diesel,150.0,3.0,5.0,2.0,SoilApplied,2.0,10.0,8.0,SoilApplied,6.0,30.0,4.0,50.0,Broadcasting,hand,2022-10-15,150.0,2022-10-25,hand,28.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,12.0,12.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-19,2022-07-25,4.0,3.0,Boring,Electric,500.0,4.0,2.0,1.0,Broadcasting,3.0,2.0,2.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-28,90.0,2023-01-29,hand,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True
Gaya,Wazirganj,19.0,13.0,2022-07-07,4.0,Manual_PuddledRandom,2022-06-20,2022-07-21,2.0,4.0,Boring,Electric,98.0,5.0,3.0,1.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,23.0,8.0,8.0,Broadcasting,hand,2022-10-27,300.0,2022-11-16,machine,24.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,2.0,2.0,2022-07-01,3.0,Manual_PuddledRandom,2022-07-05,2022-08-04,1.0,30.0,Boring,Electric,60.0,1.0,290.0,1.0,SoilApplied,3.0,2.0,2.0,Broadcasting,2.0,15.0,2.0,40.0,Broadcasting,hand,2022-11-05,200.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,10.0,8.0,2022-07-31,4.0,Manual_PuddledRandom,2022-07-11,2022-08-04,1.0,2.0,Boring,Electric,400.0,2.0,1.0,2.0,SoilApplied,2.0,6.0,5.045545444515232,Broadcasting,9.0,25.0,6.0,60.0,Broadcasting,hand,2022-11-12,300.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,30.0,30.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-26,2022-07-11,1.0,6.0,Canal,Electric,300.0,7.0,1.0,3.0,Broadcasting,2.0,12.0,24.0,Broadcasting,12.0,43.0,,,Broadcasting,hand,2022-11-22,900.0,2022-12-14,machine,25.0,10.0,plowed_in_soil,0.375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,40.0,40.0,2022-06-29,4.0,Manual_PuddledRandom,2022-06-17,2022-07-23,4.0,2.0,Boring,Electric,500.0,3.0,3.0,1.1,Broadcasting,3.0,1.0,16.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-24,90.0,2023-01-26,hand,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Jamui,Jamui,20.0,20.0,2022-07-28,4.0,Manual_PuddledRandom,2022-06-22,2022-08-05,4.0,5.0,Boring,Electric,1000.0,3.0,5.0,2.0,Broadcasting,3.0,,9.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-24,90.0,2023-01-26,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Jamui,Jamui,10.0,10.0,2022-07-24,4.0,Manual_PuddledRandom,2022-06-26,2022-07-30,20.0,10.0,Boring,Electric,1000.0,3.0,5.0,11.0,Broadcasting,2.0,20.0,20.0,Broadcasting,20.0,28.0,1.0,60.0,Broadcasting,hand,2022-11-14,500.0,2023-01-03,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,,False,False,False,False,True,False,False,False,True
Gaya,Wazirganj,30.0,25.0,2022-07-08,4.0,Manual_PuddledRandom,2022-06-20,2022-07-19,2.0,5.0,Boring,Electric,120.0,6.0,4.0,28.018181820182,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,25.0,6.0,58.0,Broadcasting,hand,2022-10-28,300.0,2022-11-24,machine,24.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,5.0,5.0,2022-07-10,5.0,Manual_PuddledRandom,2022-07-06,2022-07-25,2.0,2.0,Boring,Electric,300.0,2.0,250.0,5.0,SoilApplied,3.0,4.0,3.0,SoilApplied,4.0,40.0,4.0,70.0,Broadcasting,hand,2022-11-10,400.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,24.0,24.0,2022-07-28,4.0,Manual_PuddledRandom,2022-06-20,2022-08-01,4.0,2.0,Boring,Electric,400.0,3.0,7.0,5.0,Broadcasting,3.0,4.0,15.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-01-28,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Nalanda,Rajgir,30.0,30.0,2022-06-10,6.0,Manual_PuddledRandom,2022-06-10,2022-07-13,2.0,9.0,Boring,Electric,90.0,2.0,670.0,1350.0,Broadcasting,2.0,6.0,5.0,Broadcasting,5.0,23.0,3.0,46.0,Broadcasting,hand,2022-11-05,275.0,2022-11-11,hand,22.0,10.0,plowed_in_soil,0.15625,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,5.0,5.0,2022-07-23,4.0,Manual_PuddledRandom,2022-06-27,2022-07-25,9.0,5.0,Boring,Electric,500.0,2.0,2.0,11.0,Broadcasting,1.0,9.0,9.0,Broadcasting,6.0,22.0,9.0,30.0,,hand,2022-11-02,400.0,2023-01-07,machine,27.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,False,False,False,False,False,False,False,False,True,,,,
Gaya,Gurua,40.0,40.0,2022-07-18,6.0,Manual_PuddledRandom,2022-06-20,2022-07-22,2.0,9.0,Boring,Electric,300.0,3.0,1.0,1.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,10.0,5.0,46.0,Broadcasting,hand,2022-12-10,1200.0,2023-01-15,machine,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Jamui,Jamui,15.0,10.0,2022-07-06,4.0,Manual_PuddledRandom,2022-07-14,2022-08-02,3.0,7.0,Boring,Electric,700.0,1.0,7.0,30.0,Broadcasting,2.0,19.0,19.0,Broadcasting,9.0,9.0,4.0,6.0,Broadcasting,hand,2022-11-18,450.0,2023-01-13,machine,27.0,10.0,plowed_in_soil,0.4090909090909091,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,25.0,20.0,2022-07-11,5.0,Manual_PuddledRandom,2022-06-10,2022-07-12,1.0,7.0,Boring,Electric,100.0,5.0,80.0,2.0,Broadcasting,1.0,15.0,20.0,Broadcasting,15.0,24.0,19.0,5.0,,hand,2022-10-20,1000.0,2022-11-02,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,
Jamui,Jamui,10.0,10.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-29,2022-08-01,11.0,5.0,Boring,Electric,500.0,2.0,1.0,8.0,SoilApplied,2.0,11.0,11.0,Broadcasting,11.0,30.0,5.0,65.0,Broadcasting,hand,2022-11-16,400.0,2022-12-21,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,False,False,,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,30.0,20.0,2022-07-21,3.0,Manual_PuddledRandom,2022-06-24,2022-07-22,2.0,6.0,Boring,Electric,200.0,5.0,120.0,1523.0,,2.0,15.0,15.0,Broadcasting,15.0,38.0,11.0,40.0,Broadcasting,hand,2022-11-09,225.0,2022-12-12,hand,29.0,10.0,plowed_in_soil,0.21875,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,,,False,False,False,False,True,False,False,False,True
Jamui,Jamui,15.0,15.0,2022-06-25,5.0,Manual_PuddledRandom,2022-07-01,2022-07-22,4.0,5.0,Boring,Electric,408.0,1.0,5.0,8.0,Broadcasting,1.0,5.0,5.0,Broadcasting,8.0,28.0,13.0,,,hand,2022-11-05,300.0,2023-01-09,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,,,False,
Gaya,Gurua,20.0,20.0,2022-06-29,6.0,Manual_PuddledRandom,2022-06-29,2022-07-20,3.0,1.0,Rainfed,,100.0,3.0,1.0,42.0,SoilApplied,2.0,10.0,,SoilApplied,5.0,42.0,45.0,42.0,Broadcasting,hand,2022-12-10,200.0,2022-12-28,hand,25.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,13.0,13.0,2022-08-08,4.0,Manual_PuddledRandom,2022-07-16,2022-08-11,10.0,5.0,Boring,Electric,5.0,2.0,22.0,5.0,,2.0,10.0,10.0,Broadcasting,10.0,30.0,10.0,62.0,Broadcasting,hand,2022-11-14,400.0,2023-01-15,machine,26.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,False,,,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,30.0,30.0,2022-07-26,5.0,Manual_PuddledRandom,2022-06-30,2022-07-28,2.0,6.0,Boring,Electric,180.0,4.0,1.0,1.0,SoilApplied,2.0,20.0,10.0,Broadcasting,20.0,45.0,8.0,10.0,Broadcasting,hand,2022-11-28,960.0,2023-03-15,machine,23.0,10.0,plowed_in_soil,0.34375,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,40.0,38.0,2022-07-22,3.0,Manual_PuddledRandom,2022-07-04,2022-07-26,2.0,2.0,Canal,,200.0,5.0,75.0,1.0,SoilApplied,3.0,9.0,1.0,Broadcasting,9.0,26.0,6.0,65.0,Broadcasting,hand,2022-11-10,150.0,2022-12-12,machine,28.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,35.0,35.0,2022-07-05,5.0,Broadcasting,2022-06-20,2022-07-15,2.0,6.0,Boring,Electric,120.0,3.0,100.0,1.0,Broadcasting,2.0,6.0,6.0,Broadcasting,6.0,28.0,4.0,46.0,Broadcasting,hand,2022-11-23,720.0,2022-11-30,hand,28.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,3.0,2.0,2022-06-27,5.0,Manual_PuddledRandom,2022-06-20,2022-07-20,2.0,1.0,Boring,Diesel,100.0,3.0,,5.0,SoilApplied,2.0,10.0,,SoilApplied,6.0,30.0,8.0,63.0,SoilApplied,hand,2022-10-10,250.0,2022-10-20,hand,5.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,60.0,60.0,2022-07-20,8.0,Manual_PuddledRandom,2022-07-02,2022-07-26,3.0,7.0,Boring,Electric,60.0,3.0,1.0,1.0,SoilApplied,2.0,10.0,20.0,Broadcasting,10.0,45.0,8.0,,Broadcasting,hand,2022-11-15,100.0,2022-12-28,machine,25.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Jamui,Jamui,40.0,40.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-17,2022-07-28,4.0,2.0,Boring,Electric,500.0,3.0,3.0,80.021104,Broadcasting,3.0,2.0,8.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-25,90.0,2023-01-29,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-06-23,4.0,Manual_PuddledRandom,2022-06-02,2022-07-09,1.0,1.0,Boring,Diesel,200.0,1.0,75.0,1.0,SoilApplied,3.0,6.0,2.0,Broadcasting,6.0,24.0,4.0,64.0,Broadcasting,hand,2022-11-05,400.0,2022-11-19,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
